user_id,signup_date,acquisition_channel
1,2025-01-01,Meta
2,2025-01-01,Organic
3,2025-01-01,Google
4,2025-01-01,Google
5,2025-01-01,Organic
6,2025-01-01,Google
7,2025-01-01,Referral
8,2025-01-01,Organic
9,2025-01-01,Google
10,2025-01-01,Google
11,2025-01-01,Meta
12,2025-01-01,Organic
13,2025-01-01,Google
14,2025-01-01,Google
15,2025-01-01,Organic
16,2025-01-01,Google
17,2025-01-01,Google
18,2025-01-01,Organic
19,2025-01-01,Google
20,2025-01-01,Google
21,2025-01-01,Meta
22,2025-01-01,Organic
23,2025-01-01,Email
24,2025-01-01,Organic
25,2025-01-01,Google
26,2025-01-01,Google
27,2025-01-01,Meta
28,2025-01-01,Referral
29,2025-01-01,Google
30,2025-01-01,Google
31,2025-01-01,Google
32,2025-01-01,Organic
33,2025-01-01,Google
34,2025-01-01,Organic
35,2025-01-01,Email
36,2025-01-01,Email
37,2025-01-01,Meta
38,2025-01-01,Meta
39,2025-01-01,Organic
40,2025-01-01,Meta
41,2025-01-01,Organic
42,2025-01-01,Organic
43,2025-01-01,Meta
44,2025-01-01,Meta
45,2025-01-01,Referral
46,2025-01-01,Organic
47,2025-01-01,Google
48,2025-01-01,Meta
49,2025-01-01,Email
50,2025-01-01,Organic
51,2025-01-01,Organic
52,2025-01-01,Google
53,2025-01-01,Google
54,2025-01-01,Referral
55,2025-01-01,Google
56,2025-01-01,Email
57,2025-01-01,Organic
58,2025-01-01,Google
59,2025-01-01,Meta
60,2025-01-01,Google
61,2025-01-01,Email
62,2025-01-01,Meta
63,2025-01-01,Meta
64,2025-01-01,Email
65,2025-01-01,Meta
66,2025-01-01,Google
67,2025-01-01,Meta
68,2025-01-01,Google
69,2025-01-01,Google
70,2025-01-01,Organic
71,2025-01-01,Organic
72,2025-01-01,Meta
73,2025-01-01,Meta
74,2025-01-01,Referral
75,2025-01-01,Google
76,2025-01-01,Referral
77,2025-01-01,Google
78,2025-01-01,Meta
79,2025-01-01,Referral
80,2025-01-01,Organic
81,2025-01-01,Google
82,2025-01-01,Referral
83,2025-01-01,Meta
84,2025-01-01,Google
85,2025-01-01,Email
86,2025-01-01,Meta
87,2025-01-01,Organic
88,2025-01-01,Referral
89,2025-01-01,Organic
90,2025-01-01,Organic
91,2025-01-01,Meta
92,2025-01-01,Email
93,2025-01-01,Meta
94,2025-01-01,Meta
95,2025-01-01,Google
96,2025-01-01,Meta
97,2025-01-01,Organic
98,2025-01-01,Meta
99,2025-01-01,Organic
100,2025-01-01,Organic
101,2025-01-01,Meta
102,2025-01-01,Meta
103,2025-01-01,Organic
104,2025-01-01,Referral
105,2025-01-01,Meta
106,2025-01-01,Organic
107,2025-01-01,Email
108,2025-01-01,Meta
109,2025-01-01,Organic
110,2025-01-01,Email
111,2025-01-01,Google
112,2025-01-01,Meta
113,2025-01-01,Referral
114,2025-01-01,Google
115,2025-01-01,Organic
116,2025-01-01,Google
117,2025-01-01,Meta
118,2025-01-01,Google
119,2025-01-01,Organic
120,2025-01-01,Meta
121,2025-01-01,Organic
122,2025-01-01,Organic
123,2025-01-01,Organic
124,2025-01-01,Referral
125,2025-01-01,Meta
126,2025-01-01,Meta
127,2025-01-01,Email
128,2025-01-01,Referral
129,2025-01-01,Google
130,2025-01-01,Meta
131,2025-01-01,Referral
132,2025-01-01,Email
133,2025-01-01,Referral
134,2025-01-01,Organic
135,2025-01-01,Email
136,2025-01-01,Meta
137,2025-01-01,Google
138,2025-01-01,Google
139,2025-01-01,Meta
140,2025-01-01,Google
141,2025-01-01,Meta
142,2025-01-01,Google
143,2025-01-01,Email
144,2025-01-01,Meta
145,2025-01-01,Meta
146,2025-01-01,Google
147,2025-01-01,Google
148,2025-01-01,Google
149,2025-01-01,Google
150,2025-01-01,Meta
151,2025-01-01,Meta
152,2025-01-01,Organic
153,2025-01-01,Google
154,2025-01-01,Organic
155,2025-01-01,Referral
156,2025-01-01,Google
157,2025-01-01,Referral
158,2025-01-01,Referral
159,2025-01-01,Organic
160,2025-01-01,Email
161,2025-01-01,Email
162,2025-01-01,Google
163,2025-01-01,Google
164,2025-01-01,Meta
165,2025-01-01,Meta
166,2025-01-01,Meta
167,2025-01-01,Meta
168,2025-01-01,Meta
169,2025-01-01,Google
170,2025-01-01,Email
171,2025-01-01,Meta
172,2025-01-01,Organic
173,2025-01-01,Google
174,2025-01-01,Organic
175,2025-01-01,Organic
176,2025-01-01,Organic
177,2025-01-01,Meta
178,2025-01-01,Google
179,2025-01-01,Email
180,2025-01-01,Organic
181,2025-01-01,Meta
182,2025-01-01,Meta
183,2025-01-01,Organic
184,2025-01-01,Organic
185,2025-01-01,Email
186,2025-01-01,Meta
187,2025-01-01,Google
188,2025-01-01,Organic
189,2025-01-01,Google
190,2025-01-01,Referral
191,2025-01-01,Email
192,2025-01-01,Meta
193,2025-01-01,Email
194,2025-01-01,Organic
195,2025-01-01,Google
196,2025-01-01,Organic
197,2025-01-01,Email
198,2025-01-01,Meta
199,2025-01-01,Organic
200,2025-01-01,Referral
201,2025-01-01,Organic
202,2025-01-01,Google
203,2025-01-01,Google
204,2025-01-01,Google
205,2025-01-01,Google
206,2025-01-01,Meta
207,2025-01-01,Google
208,2025-01-01,Email
209,2025-01-01,Organic
210,2025-01-01,Meta
211,2025-01-01,Organic
212,2025-01-01,Google
213,2025-01-01,Email
214,2025-01-01,Meta
215,2025-01-01,Google
216,2025-01-01,Meta
217,2025-01-01,Organic
218,2025-01-01,Organic
219,2025-01-01,Meta
220,2025-01-01,Organic
221,2025-01-01,Email
222,2025-01-01,Organic
223,2025-01-01,Google
224,2025-01-01,Organic
225,2025-01-01,Referral
226,2025-01-01,Google
227,2025-01-01,Meta
228,2025-01-01,Referral
229,2025-01-01,Meta
230,2025-01-01,Google
231,2025-01-01,Meta
232,2025-01-01,Email
233,2025-01-01,Organic
234,2025-01-01,Meta
235,2025-01-01,Google
236,2025-01-01,Google
237,2025-01-01,Referral
238,2025-01-01,Google
239,2025-01-01,Google
240,2025-01-01,Meta
241,2025-01-01,Meta
242,2025-01-01,Email
243,2025-01-01,Google
244,2025-01-01,Organic
245,2025-01-01,Email
246,2025-01-01,Email
247,2025-01-01,Organic
248,2025-01-01,Google
249,2025-01-01,Meta
250,2025-01-01,Email
251,2025-01-01,Meta
252,2025-01-01,Organic
253,2025-01-01,Referral
254,2025-01-01,Google
255,2025-01-01,Meta
256,2025-01-01,Google
257,2025-01-01,Organic
258,2025-01-01,Organic
259,2025-01-01,Referral
260,2025-01-01,Organic
261,2025-01-01,Referral
262,2025-01-01,Meta
263,2025-01-01,Meta
264,2025-01-01,Meta
265,2025-01-01,Organic
266,2025-01-01,Organic
267,2025-01-01,Google
268,2025-01-01,Google
269,2025-01-01,Google
270,2025-01-01,Email
271,2025-01-01,Email
272,2025-01-01,Organic
273,2025-01-01,Organic
274,2025-01-01,Organic
275,2025-01-01,Meta
276,2025-01-01,Google
277,2025-01-01,Meta
278,2025-01-01,Google
279,2025-01-01,Google
280,2025-01-01,Google
281,2025-01-01,Google
282,2025-01-01,Organic
283,2025-01-01,Organic
284,2025-01-01,Google
285,2025-01-01,Organic
286,2025-01-01,Meta
287,2025-01-01,Google
288,2025-01-01,Organic
289,2025-01-01,Meta
290,2025-01-01,Organic
291,2025-01-01,Meta
292,2025-01-01,Referral
293,2025-01-01,Referral
294,2025-01-01,Email
295,2025-01-01,Email
296,2025-01-01,Google
297,2025-01-01,Email
298,2025-01-01,Organic
299,2025-01-01,Organic
300,2025-01-01,Google
301,2025-01-02,Meta
302,2025-01-02,Organic
303,2025-01-02,Meta
304,2025-01-02,Google
305,2025-01-02,Google
306,2025-01-02,Organic
307,2025-01-02,Organic
308,2025-01-02,Meta
309,2025-01-02,Meta
310,2025-01-02,Referral
311,2025-01-02,Google
312,2025-01-02,Email
313,2025-01-02,Google
314,2025-01-02,Organic
315,2025-01-02,Google
316,2025-01-02,Google
317,2025-01-02,Google
318,2025-01-02,Organic
319,2025-01-02,Meta
320,2025-01-02,Meta
321,2025-01-02,Meta
322,2025-01-02,Meta
323,2025-01-02,Organic
324,2025-01-02,Google
325,2025-01-02,Meta
326,2025-01-02,Email
327,2025-01-02,Google
328,2025-01-02,Organic
329,2025-01-02,Google
330,2025-01-02,Organic
331,2025-01-02,Referral
332,2025-01-02,Google
333,2025-01-02,Google
334,2025-01-02,Google
335,2025-01-02,Organic
336,2025-01-02,Meta
337,2025-01-02,Google
338,2025-01-02,Google
339,2025-01-02,Organic
340,2025-01-02,Organic
341,2025-01-02,Meta
342,2025-01-02,Meta
343,2025-01-02,Email
344,2025-01-02,Meta
345,2025-01-02,Email
346,2025-01-02,Google
347,2025-01-02,Organic
348,2025-01-02,Google
349,2025-01-02,Organic
350,2025-01-02,Organic
351,2025-01-02,Meta
352,2025-01-02,Email
353,2025-01-02,Meta
354,2025-01-02,Email
355,2025-01-02,Google
356,2025-01-02,Referral
357,2025-01-02,Organic
358,2025-01-02,Google
359,2025-01-02,Referral
360,2025-01-02,Meta
361,2025-01-02,Email
362,2025-01-02,Meta
363,2025-01-02,Organic
364,2025-01-02,Google
365,2025-01-02,Meta
366,2025-01-02,Meta
367,2025-01-02,Organic
368,2025-01-02,Email
369,2025-01-02,Organic
370,2025-01-02,Meta
371,2025-01-02,Google
372,2025-01-02,Meta
373,2025-01-02,Organic
374,2025-01-02,Meta
375,2025-01-02,Meta
376,2025-01-02,Organic
377,2025-01-02,Organic
378,2025-01-02,Meta
379,2025-01-02,Meta
380,2025-01-02,Google
381,2025-01-02,Google
382,2025-01-02,Google
383,2025-01-02,Meta
384,2025-01-02,Email
385,2025-01-02,Referral
386,2025-01-02,Organic
387,2025-01-02,Google
388,2025-01-02,Organic
389,2025-01-02,Organic
390,2025-01-02,Organic
391,2025-01-02,Referral
392,2025-01-02,Organic
393,2025-01-02,Email
394,2025-01-02,Google
395,2025-01-02,Meta
396,2025-01-02,Google
397,2025-01-02,Organic
398,2025-01-02,Email
399,2025-01-02,Meta
400,2025-01-02,Meta
401,2025-01-02,Meta
402,2025-01-02,Meta
403,2025-01-02,Email
404,2025-01-02,Google
405,2025-01-02,Meta
406,2025-01-02,Organic
407,2025-01-02,Google
408,2025-01-02,Meta
409,2025-01-02,Google
410,2025-01-02,Google
411,2025-01-02,Organic
412,2025-01-02,Referral
413,2025-01-02,Referral
414,2025-01-02,Google
415,2025-01-02,Meta
416,2025-01-02,Google
417,2025-01-02,Referral
418,2025-01-02,Organic
419,2025-01-02,Google
420,2025-01-02,Meta
421,2025-01-02,Meta
422,2025-01-02,Google
423,2025-01-02,Meta
424,2025-01-02,Meta
425,2025-01-02,Google
426,2025-01-02,Meta
427,2025-01-02,Email
428,2025-01-02,Google
429,2025-01-02,Referral
430,2025-01-02,Email
431,2025-01-02,Google
432,2025-01-02,Organic
433,2025-01-02,Meta
434,2025-01-02,Organic
435,2025-01-02,Organic
436,2025-01-02,Google
437,2025-01-02,Google
438,2025-01-02,Meta
439,2025-01-02,Meta
440,2025-01-02,Organic
441,2025-01-02,Organic
442,2025-01-02,Referral
443,2025-01-02,Meta
444,2025-01-02,Email
445,2025-01-02,Google
446,2025-01-02,Email
447,2025-01-02,Organic
448,2025-01-02,Google
449,2025-01-02,Google
450,2025-01-02,Email
451,2025-01-02,Meta
452,2025-01-02,Referral
453,2025-01-02,Referral
454,2025-01-02,Organic
455,2025-01-02,Referral
456,2025-01-02,Meta
457,2025-01-02,Organic
458,2025-01-02,Meta
459,2025-01-02,Organic
460,2025-01-02,Meta
461,2025-01-02,Meta
462,2025-01-02,Email
463,2025-01-02,Email
464,2025-01-02,Email
465,2025-01-02,Organic
466,2025-01-02,Meta
467,2025-01-02,Referral
468,2025-01-02,Organic
469,2025-01-02,Meta
470,2025-01-02,Google
471,2025-01-02,Referral
472,2025-01-02,Organic
473,2025-01-02,Email
474,2025-01-02,Organic
475,2025-01-02,Google
476,2025-01-02,Email
477,2025-01-02,Organic
478,2025-01-02,Email
479,2025-01-02,Google
480,2025-01-02,Referral
481,2025-01-02,Referral
482,2025-01-02,Google
483,2025-01-02,Organic
484,2025-01-02,Google
485,2025-01-02,Referral
486,2025-01-02,Email
487,2025-01-02,Meta
488,2025-01-02,Referral
489,2025-01-02,Organic
490,2025-01-02,Google
491,2025-01-02,Referral
492,2025-01-02,Meta
493,2025-01-02,Meta
494,2025-01-02,Referral
495,2025-01-02,Organic
496,2025-01-02,Google
497,2025-01-02,Google
498,2025-01-02,Email
499,2025-01-02,Referral
500,2025-01-02,Meta
501,2025-01-02,Referral
502,2025-01-02,Organic
503,2025-01-02,Google
504,2025-01-02,Organic
505,2025-01-02,Referral
506,2025-01-02,Organic
507,2025-01-02,Organic
508,2025-01-02,Organic
509,2025-01-02,Google
510,2025-01-02,Referral
511,2025-01-02,Referral
512,2025-01-02,Email
513,2025-01-02,Meta
514,2025-01-02,Meta
515,2025-01-02,Google
516,2025-01-02,Google
517,2025-01-02,Google
518,2025-01-02,Google
519,2025-01-02,Referral
520,2025-01-02,Google
521,2025-01-02,Organic
522,2025-01-02,Meta
523,2025-01-02,Google
524,2025-01-02,Meta
525,2025-01-02,Google
526,2025-01-02,Email
527,2025-01-02,Organic
528,2025-01-02,Google
529,2025-01-02,Meta
530,2025-01-02,Google
531,2025-01-02,Email
532,2025-01-02,Meta
533,2025-01-02,Organic
534,2025-01-02,Google
535,2025-01-02,Google
536,2025-01-02,Email
537,2025-01-02,Meta
538,2025-01-02,Meta
539,2025-01-02,Email
540,2025-01-02,Referral
541,2025-01-02,Google
542,2025-01-02,Organic
543,2025-01-02,Meta
544,2025-01-02,Google
545,2025-01-02,Referral
546,2025-01-02,Organic
547,2025-01-02,Email
548,2025-01-02,Meta
549,2025-01-02,Organic
550,2025-01-02,Google
551,2025-01-02,Google
552,2025-01-02,Google
553,2025-01-02,Meta
554,2025-01-02,Google
555,2025-01-02,Email
556,2025-01-02,Organic
557,2025-01-02,Email
558,2025-01-02,Organic
559,2025-01-02,Google
560,2025-01-02,Meta
561,2025-01-02,Organic
562,2025-01-02,Google
563,2025-01-02,Meta
564,2025-01-02,Referral
565,2025-01-02,Meta
566,2025-01-02,Google
567,2025-01-02,Referral
568,2025-01-02,Google
569,2025-01-02,Organic
570,2025-01-02,Organic
571,2025-01-02,Email
572,2025-01-02,Organic
573,2025-01-02,Organic
574,2025-01-02,Organic
575,2025-01-02,Organic
576,2025-01-02,Meta
577,2025-01-02,Google
578,2025-01-02,Meta
579,2025-01-02,Meta
580,2025-01-02,Organic
581,2025-01-02,Meta
582,2025-01-02,Organic
583,2025-01-02,Meta
584,2025-01-02,Google
585,2025-01-02,Google
586,2025-01-02,Meta
587,2025-01-02,Organic
588,2025-01-02,Organic
589,2025-01-02,Meta
590,2025-01-02,Organic
591,2025-01-02,Referral
592,2025-01-02,Meta
593,2025-01-02,Organic
594,2025-01-02,Google
595,2025-01-02,Organic
596,2025-01-02,Google
597,2025-01-02,Email
598,2025-01-02,Meta
599,2025-01-02,Google
600,2025-01-02,Google
601,2025-01-03,Organic
602,2025-01-03,Organic
603,2025-01-03,Email
604,2025-01-03,Organic
605,2025-01-03,Organic
606,2025-01-03,Google
607,2025-01-03,Meta
608,2025-01-03,Meta
609,2025-01-03,Google
610,2025-01-03,Organic
611,2025-01-03,Google
612,2025-01-03,Meta
613,2025-01-03,Meta
614,2025-01-03,Organic
615,2025-01-03,Meta
616,2025-01-03,Organic
617,2025-01-03,Google
618,2025-01-03,Google
619,2025-01-03,Google
620,2025-01-03,Google
621,2025-01-03,Google
622,2025-01-03,Google
623,2025-01-03,Email
624,2025-01-03,Email
625,2025-01-03,Google
626,2025-01-03,Meta
627,2025-01-03,Google
628,2025-01-03,Google
629,2025-01-03,Email
630,2025-01-03,Referral
631,2025-01-03,Email
632,2025-01-03,Google
633,2025-01-03,Referral
634,2025-01-03,Organic
635,2025-01-03,Organic
636,2025-01-03,Organic
637,2025-01-03,Meta
638,2025-01-03,Organic
639,2025-01-03,Referral
640,2025-01-03,Organic
641,2025-01-03,Referral
642,2025-01-03,Meta
643,2025-01-03,Referral
644,2025-01-03,Organic
645,2025-01-03,Referral
646,2025-01-03,Meta
647,2025-01-03,Organic
648,2025-01-03,Meta
649,2025-01-03,Organic
650,2025-01-03,Meta
651,2025-01-03,Organic
652,2025-01-03,Meta
653,2025-01-03,Email
654,2025-01-03,Email
655,2025-01-03,Google
656,2025-01-03,Meta
657,2025-01-03,Organic
658,2025-01-03,Organic
659,2025-01-03,Google
660,2025-01-03,Google
661,2025-01-03,Referral
662,2025-01-03,Email
663,2025-01-03,Google
664,2025-01-03,Organic
665,2025-01-03,Organic
666,2025-01-03,Meta
667,2025-01-03,Google
668,2025-01-03,Meta
669,2025-01-03,Referral
670,2025-01-03,Google
671,2025-01-03,Organic
672,2025-01-03,Organic
673,2025-01-03,Email
674,2025-01-03,Referral
675,2025-01-03,Google
676,2025-01-03,Email
677,2025-01-03,Referral
678,2025-01-03,Google
679,2025-01-03,Organic
680,2025-01-03,Referral
681,2025-01-03,Meta
682,2025-01-03,Organic
683,2025-01-03,Referral
684,2025-01-03,Organic
685,2025-01-03,Meta
686,2025-01-03,Google
687,2025-01-03,Meta
688,2025-01-03,Google
689,2025-01-03,Google
690,2025-01-03,Organic
691,2025-01-03,Organic
692,2025-01-03,Organic
693,2025-01-03,Meta
694,2025-01-03,Organic
695,2025-01-03,Google
696,2025-01-03,Organic
697,2025-01-03,Google
698,2025-01-03,Meta
699,2025-01-03,Meta
700,2025-01-03,Meta
701,2025-01-03,Organic
702,2025-01-03,Organic
703,2025-01-03,Google
704,2025-01-03,Google
705,2025-01-03,Organic
706,2025-01-03,Meta
707,2025-01-03,Email
708,2025-01-03,Organic
709,2025-01-03,Meta
710,2025-01-03,Meta
711,2025-01-03,Organic
712,2025-01-03,Google
713,2025-01-03,Google
714,2025-01-03,Email
715,2025-01-03,Referral
716,2025-01-03,Organic
717,2025-01-03,Organic
718,2025-01-03,Google
719,2025-01-03,Google
720,2025-01-03,Google
721,2025-01-03,Organic
722,2025-01-03,Meta
723,2025-01-03,Organic
724,2025-01-03,Email
725,2025-01-03,Email
726,2025-01-03,Google
727,2025-01-03,Google
728,2025-01-03,Meta
729,2025-01-03,Referral
730,2025-01-03,Organic
